Company Name,Date,Net sales,Total expenses,Net Profit/(Loss) for the period from continuing operations (after tax),PBT,PBDIT,PAT as % of net sales,Sector
Westlife Development Ltd.,2004-09-30,1.9,0.1,1.3,1.3,1.3,68.42,Hotels
Whirlpool Of India Ltd.,2004-09-30,1573.0,2243.1,-465.9,-465.9,-326.3,-29.62,Consumer
Wipro Ltd.,2004-09-30,17438.0,13799.0,3701.0,4368.0,4811.0,21.22,Computers
Wockhardt Ltd.,2004-09-30,2234.0,1667.0,532.0,599.0,691.0,23.81,Pharmaceuticals
Zee Entertainment Enterprises Ltd.,2004-09-30,1746.4,1425.9,400.0,644.6,700.3,22.9,Media
Zensar Technologies Ltd.,2004-09-30,442.8,398.2,49.2,50.4,77.5,11.11,Computers
Zydus Lifesciences Ltd.,2004-09-30,3033.0,2674.0,432.0,495.0,691.0,14.24,Pharmaceuticals
3M India Ltd.,2004-12-31,699.8,741.3,25.4,41.1,56.1,3.63,Diversified
A B B India Ltd.,2004-12-31,7455.5,6865.9,708.2,1117.2,1172.5,9.5,Infrastructure
A C C Ltd.,2004-12-31,9553.5,9225.8,530.8,736.5,1521.5,5.56,Cement
A P L Apollo Tubes Ltd.,2004-12-31,284.3,281.7,2.6,5.7,10.9,0.91,Steel
Aarti Drugs Ltd.,2004-12-31,618.2,547.4,45.0,63.7,86.8,7.28,Pharmaceuticals
Aarti Industries Ltd.,2004-12-31,1849.3,1654.2,148.5,170.9,260.2,8.03,Chemicals
Abbott India Ltd.,2004-11-30,1053.3,890.7,164.3,259.5,272.5,15.6,Pharmaceuticals
Adani Enterprises Ltd.,2004-12-31,50549.6,50283.3,220.8,351.6,356.6,0.44,Trading
Aegis Logistics Ltd.,2004-12-31,337.7,314.8,30.6,48.3,88.9,9.06,Transport
Ajanta Pharma Ltd.,2004-12-31,400.1,374.9,15.4,20.4,63.4,3.85,Pharmaceuticals
Akzo Nobel India Ltd.,2004-12-31,2184.4,1873.5,126.3,194.3,252.3,5.78,Paints
Alkyl Amines Chemicals Ltd.,2004-12-31,258.1,244.8,-4.0,-6.4,21.8,-1.55,Chemicals
Alok Industries Ltd.,2004-12-31,3308.6,3106.3,248.7,345.9,646.6,7.52,Textiles
Amara Raja Batteries Ltd.,2004-12-31,605.0,614.9,14.2,25.1,60.6,2.35,Auto
Ambuja Cements Ltd.,2004-12-31,6191.4,5603.1,895.5,1072.0,1768.1,14.46,Cement
Apollo Hospitals Enterprise Ltd.,2004-12-31,1488.0,1381.0,111.0,173.0,267.0,7.46,Hospitals
Apollo Tyres Ltd.,2004-12-31,5712.0,5493.6,168.5,235.9,472.4,2.95,Tyres
Asahi India Glass Ltd.,2004-12-31,1472.6,1281.1,244.4,265.2,339.6,16.6,Glass
Ashok Leyland Ltd.,2004-12-31,9871.3,9533.6,536.5,784.1,1057.6,5.43,Auto
Asian Paints Ltd.,2004-12-31,5959.5,5452.3,501.1,817.6,947.4,8.41,Paints
Astrazeneca Pharma India Ltd.,2004-12-31,531.9,529.9,50.8,95.6,108.2,9.55,Pharmaceuticals
Atul Ltd.,2004-12-31,1892.3,1828.4,110.6,130.6,255.2,5.84,Chemicals
Aurobindo Pharma Ltd.,2004-12-31,3193.3,3079.4,105.9,138.8,368.8,3.32,Pharmaceuticals
Avanti Feeds Ltd.,2004-12-31,247.0,235.4,10.5,17.4,28.5,4.25,Aquaculture
Axis Bank Ltd.,2004-12-31,4912.5,5330.6,1011.5,1477.2,4519.4,20.59,Banks
B A S F India Ltd.,2004-12-31,1896.8,1672.4,102.5,162.2,245.8,5.4,Chemicals
Bajaj Electricals Ltd.,2004-12-31,1700.3,1820.3,47.7,77.9,139.4,2.79,Domestic
Bajaj Finance Ltd.,2004-12-31,413.3,319.5,153.6,165.9,257.2,37.16,Finance
Bajaj Holdings & Invst. Ltd.,2004-12-31,16056.7,15272.3,1820.1,2640.1,3110.5,11.34,Finance
Balkrishna Industries Ltd.,2004-12-31,1218.4,1052.5,179.2,283.5,360.2,14.71,Tyres
Balrampur Chini Mills Ltd.,2004-12-31,2454.8,2164.6,451.4,617.4,745.7,18.39,Sugar
Bank Of Baroda,2004-12-31,15923.9,18569.4,695.0,695.0,9336.1,4.36,Banks
Bank Of India,2004-12-31,15098.5,16682.4,750.3,1124.1,10031.7,4.97,Banks
Bata India Ltd.,2004-12-31,1784.9,1955.8,-219.4,-219.4,-178.0,-12.29,Leather
Bayer Cropscience Ltd.,2004-12-31,2461.2,2504.5,-79.3,12.6,138.4,-3.22,Chemicals
Berger Paints India Ltd.,2004-12-31,2272.7,2163.7,152.2,195.6,243.9,6.7,Paints
Bharat Electronics Ltd.,2004-12-31,6622.4,6506.3,823.0,1358.3,1528.2,12.43,Electric
Bharat Forge Ltd.,2004-12-31,3108.6,2775.4,414.3,654.4,879.4,13.33,Castings
Bharat Heavy Electricals Ltd.,2004-12-31,22866.2,22029.0,2374.0,3855.3,4528.7,10.38,Infrastructure
Bharat Petroleum Corpn. Ltd.,2004-12-31,165670.0,159694.0,1457.0,2144.0,3910.0,0.88,Refineries
Birla Corporation Ltd.,2004-12-31,2545.0,2648.6,59.5,64.3,188.7,2.34,Cement
Birlasoft Ltd.,2004-12-31,498.0,438.9,59.1,64.8,72.9,11.87,Computers
Blue Dart Express Ltd.,2004-12-31,1215.0,1104.0,111.0,177.0,232.0,9.14,Couriers
Blue Star Ltd.,2004-12-31,2238.2,2378.8,59.3,79.5,124.3,2.65,Consumer
Bombay Burmah Trdg. Corpn. Ltd.,2004-12-31,379.4,422.6,10.2,10.8,43.2,2.69,Plantations
Borosil Renewables Ltd.,2004-12-31,141.9,156.3,-11.3,-13.6,1.4,-7.96,Glass
Bosch Ltd.,2004-12-31,6382.1,5989.8,608.4,1036.4,1410.7,9.53,Auto
Brightcom Group Ltd.,2004-12-31,16.5,14.7,1.8,1.7,3.1,10.91,Computers
Britannia Industries Ltd.,2004-12-31,3828.0,3578.0,297.0,462.0,519.0,7.76,Food
C C L Products (India) Ltd.,2004-12-31,346.6,269.8,101.1,101.1,108.4,29.17,Plantations
C E S C Ltd.,2004-12-31,5390.0,5220.0,320.0,320.0,1620.0,5.94,Power
Can Fin Homes Ltd.,2004-12-31,319.8,262.4,57.7,73.7,285.5,18.04,Finance
Caplin Point Laboratories Ltd.,2004-12-31,49.3,42.9,6.1,6.1,6.9,12.37,Pharmaceuticals
Capri Global Capital Ltd.,2004-12-31,1.3,2.0,0.5,0.5,0.5,38.46,Finance
Carborundum Universal Ltd.,2004-12-31,794.0,739.5,92.7,134.7,171.6,11.68,Abrasives
Castrol India Ltd.,2004-12-31,3542.9,3112.8,224.4,362.8,516.7,6.33,Lubricants
Ceat Ltd.,2004-12-31,3799.8,3932.1,11.4,11.4,217.8,0.3,Tyres
Century Plyboards (India) Ltd.,2004-12-31,425.6,411.7,21.8,24.7,32.8,5.12,Miscellaneous
Century Textiles & Inds. Ltd.,2004-12-31,6284.4,6089.5,329.2,356.2,773.4,5.24,Diversified
Chambal Fertilisers & Chemicals Ltd.,2004-12-31,10482.1,7606.3,1056.2,1491.9,2076.7,10.08,Fertilisers
Cholamandalam Financial Holdings Ltd.,2004-12-31,3300.6,2928.7,264.8,297.9,423.3,8.02,Miscellaneous
Cholamandalam Investment & Finance Co. Ltd.,2004-12-31,516.3,438.7,77.8,118.3,352.2,15.07,Finance
Cipla Ltd.,2004-12-31,5961.4,5085.5,1256.7,1476.7,1616.6,21.08,Pharmaceuticals
City Union Bank Ltd.,2004-12-31,723.9,651.8,98.6,118.6,556.1,13.62,Banks
Colgate-Palmolive (India) Ltd.,2004-12-31,2358.1,2311.7,285.4,431.8,508.5,12.1,Personal
Container Corpn. Of India Ltd.,2004-12-31,5093.5,4194.2,1016.6,1459.5,1631.2,19.96,Transport
Coromandel International Ltd.,2004-12-31,4406.6,4276.9,199.4,312.9,440.1,4.53,Fertilisers
Crisil Ltd.,2004-12-31,177.7,148.8,29.8,43.8,59.1,16.77,Miscellaneous
Cummins India Ltd.,2004-12-31,2967.6,2941.7,328.6,449.9,535.8,11.07,Engines
Cyient Ltd.,2004-12-31,393.1,343.7,49.4,69.4,97.5,12.57,Computers
D C M Shriram Ltd.,2004-12-31,5693.6,5913.3,323.7,466.5,686.7,5.69,Diversified
D L F Ltd.,2004-12-31,,,,,,,Construction
Dabur India Ltd.,2004-12-31,3368.5,2781.9,431.3,478.8,540.2,12.8,Personal
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,2004-12-31,1176.7,968.0,228.4,325.3,429.4,19.41,Fertilisers
Deepak Nitrite Ltd.,2004-12-31,817.3,888.4,17.4,30.1,83.5,2.13,Chemicals
Dhanuka Agritech Ltd.,2004-12-31,124.7,142.2,11.3,17.8,20.5,9.06,Chemicals
Dr. Reddy'S Laboratories Ltd.,2004-12-31,3685.9,3853.0,43.4,-47.9,215.9,1.18,Pharmaceuticals
E I D-Parry (India) Ltd.,2004-12-31,1770.2,1251.7,178.0,207.5,291.1,10.06,Sugar
E I H Ltd.,2004-12-31,1760.1,1587.7,219.7,367.2,653.2,12.48,Hotels
E P L Ltd.,2004-12-31,652.0,574.0,99.0,156.0,215.0,15.18,Packaging
Eicher Motors Ltd.,2004-12-31,5337.1,5171.0,203.4,262.9,446.6,3.81,Auto
Elgi Equipments Ltd.,2004-12-31,651.1,613.3,38.5,48.9,73.3,5.91,Compressors
Emami Ltd.,2004-12-31,739.0,549.5,138.5,138.5,148.5,18.74,Personal
Engineers India Ltd.,2004-12-31,2649.1,2518.9,261.3,406.3,428.8,9.86,Infrastructure
Esab India Ltd.,2004-12-31,505.6,433.9,70.9,105.7,118.5,14.02,Electrodes
Escorts Kubota Ltd.,2004-12-31,3567.7,3689.0,57.2,57.2,381.3,1.6,Auto
Exide Industries Ltd.,2004-12-31,2949.3,2788.1,209.3,291.8,431.5,7.1,Auto
F D C Ltd.,2004-12-31,713.0,647.2,184.2,213.7,230.7,25.83,Pharmaceuticals
Federal Bank Ltd.,2004-12-31,2885.6,3208.1,120.1,275.4,1873.0,4.16,Banks
Finolex Cables Ltd.,2004-12-31,1380.4,1432.4,88.5,109.5,197.8,6.41,Cables
Finolex Industries Ltd.,2004-12-31,2118.3,2205.1,125.5,200.3,349.5,5.92,Petrochemicals
G A I L (India) Ltd.,2004-12-31,34750.3,30333.9,6352.8,8914.4,11637.4,18.28,Oil Drilling And Exploration
G H C L Ltd.,2004-12-31,1299.4,1249.1,74.0,133.2,255.1,5.69,Chemicals
G M M Pfaudler Ltd.,2004-12-31,224.9,215.6,23.0,34.4,41.4,10.23,Engineering
Garware Technical Fibres Ltd.,2004-12-31,537.6,579.7,20.8,23.8,56.5,3.87,Textiles
Gillette India Ltd.,2004-12-31,983.2,950.6,68.3,110.6,153.1,6.95,Personal
Glaxosmithkline Pharmaceuticals Ltd.,2004-12-31,2825.3,2828.9,236.3,515.7,567.1,8.36,Pharmaceuticals
Glenmark Pharmaceuticals Ltd.,2004-12-31,1264.1,1249.0,121.2,184.3,271.8,9.59,Pharmaceuticals
Godfrey Phillips India Ltd.,2004-12-31,1758.0,1671.3,164.2,248.2,332.1,9.34,Cigarettes
Godrej Industries Ltd.,2004-12-31,2046.9,1912.9,139.5,150.0,235.6,6.82,Personal
Granules India Ltd.,2004-12-31,311.5,297.9,14.4,18.8,47.7,4.62,Pharmaceuticals
Graphite India Ltd.,2004-12-31,1186.1,1194.0,126.9,179.9,259.1,10.7,Electrodes
Grasim Industries Ltd.,2004-12-31,15596.7,14162.2,2170.8,3235.8,4305.2,13.92,Diversified
Great Eastern Shipping Co. Ltd.,2004-12-31,5937.5,3415.4,2875.0,2971.3,3865.8,48.42,Shipping
Greaves Cotton Ltd.,2004-12-31,1835.5,1702.3,136.0,208.0,272.4,7.41,Engines
Grindwell Norton Ltd.,2004-12-31,668.0,675.0,48.0,65.0,83.0,7.19,Abrasives
Gujarat Alkalies & Chemicals Ltd.,2004-12-31,2462.7,2017.6,495.3,932.8,1268.1,20.11,Chemicals
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,2004-12-31,5328.5,5301.2,560.2,869.6,1140.8,10.51,Fertilisers
Gujarat State Fertilizers & Chemicals Ltd.,2004-12-31,8123.1,7755.0,414.7,746.2,1329.4,5.11,Fertilisers
H C L Technologies Ltd.,2004-12-31,3520.0,2858.6,765.4,790.6,968.6,21.74,Computers
H D F C Bank Ltd.,2004-12-31,7790.3,8086.2,1709.3,2488.1,5878.5,21.94,Banks
H E G Ltd.,2004-12-31,1165.7,1066.2,128.7,161.9,250.1,11.04,Electrodes
H F C L Ltd.,2004-12-31,1008.0,1275.5,-223.5,-218.7,1.4,-22.17,Telecommunications
H L E Glascoat Ltd.,2004-12-31,83.4,85.6,4.0,6.3,9.5,4.8,Glass
Hatsun Agro Products Ltd.,2004-12-31,1128.6,1132.6,-1.1,-0.4,46.1,-0.1,Food
Havells India Ltd.,2004-12-31,1562.9,1688.4,90.1,128.4,171.1,5.76,Electric
Heidelberg Cement India Ltd.,2004-12-31,945.2,1048.6,-169.8,-169.8,-5.6,-17.96,Cement
Hero Motocorp Ltd.,2004-12-31,20018.8,18089.3,2189.3,3306.9,3524.3,10.94,Auto
Hikal Ltd.,2004-12-31,447.0,354.0,83.0,79.0,125.0,18.57,Pharmaceuticals
Hindalco Industries Ltd.,2004-12-31,24901.0,21974.0,3473.0,5100.0,6609.0,13.95,Steel
Hindustan Copper Ltd.,2004-12-31,1269.4,1205.6,190.3,190.3,344.0,14.99,Metals
Hindustan Petroleum Corpn. Ltd.,2004-12-31,162271.1,150602.6,2359.2,3716.6,5658.5,1.45,Refineries
Hindustan Unilever Ltd.,2004-12-31,26008.3,23200.5,3336.7,4212.0,4866.0,12.83,Personal
Hindustan Zinc Ltd.,2004-12-31,5700.0,3920.0,1630.0,2150.0,2350.0,28.6,Metals
Honeywell Automation India Ltd.,2004-12-31,1001.0,1035.0,-34.0,-56.0,-27.0,-3.4,Telecommunications
Housing & Urban Devp. Corpn. Ltd.,2004-12-31,5335.5,4463.6,872.3,921.1,5066.6,16.35,Construction
Housing Development Finance Corpn. Ltd.,2004-12-31,8468.9,6119.6,2360.5,2855.1,7982.5,27.87,Finance
I C I C I Bank Ltd.,2004-12-31,23783.6,28019.7,5176.8,7135.5,23587.6,21.77,Banks
I D B I Bank Ltd.,2004-12-31,10637.7,12009.2,621.3,621.3,11597.0,5.84,Bank - Private
I F B Industries Ltd.,2004-12-31,771.9,1082.3,-234.5,-234.5,-10.1,-30.38,Consumer
I T C Ltd.,2004-12-31,18591.0,15030.8,4667.0,6653.9,7586.3,25.1,Diversified
I T I Ltd.,2004-12-31,4452.9,5531.4,-975.6,-975.6,-380.6,-21.91,Telecommunications
India Cements Ltd.,2004-12-31,2629.5,3060.0,-333.1,-333.1,324.5,-12.67,Cement
Indian Hotels Co. Ltd.,2004-12-31,2490.9,2176.1,349.7,455.5,704.1,14.04,Hotels
Indian Oil Corpn. Ltd.,2004-12-31,366196.1,345727.0,12867.6,12338.3,19042.7,3.51,Refineries
Indian Overseas Bank,2004-12-31,10067.6,10117.9,1612.1,2492.1,7813.1,16.01,Banks
Indusind Bank Ltd.,2004-12-31,2709.1,2747.5,428.5,676.3,2373.6,15.82,Banks
Infosys Ltd.,2004-12-31,17980.0,13490.0,4960.0,5890.0,6580.0,27.59,Computers
Ipca Laboratories Ltd.,2004-12-31,1796.0,1539.0,245.5,322.8,396.2,13.67,Pharmaceuticals
Ircon International Ltd.,2004-12-31,2165.9,2097.4,116.5,151.2,187.4,5.38,Engineering
J B Chemicals & Pharmaceuticals Ltd.,2004-12-31,1006.3,868.4,154.6,181.6,220.0,15.36,Pharmaceuticals
J K Lakshmi Cement Ltd.,2004-12-31,1182.3,1225.1,1.6,1.6,129.3,0.14,Cement
J K Paper Ltd.,2004-12-31,1543.7,1497.9,106.7,117.9,290.9,6.91,Paper
J M Financial Ltd.,2004-12-31,0.4,0.9,0.3,0.3,0.3,75.0,Finance
J S W Steel Ltd.,2004-12-31,17149.3,15633.9,2251.1,3694.9,5752.4,13.13,Steel
Jamna Auto Inds. Ltd.,2004-12-31,527.6,516.6,21.9,21.9,57.9,4.15,Auto
Jindal Steel & Power Ltd.,2004-12-31,5690.6,4354.1,1240.2,1672.7,2233.5,21.79,Steel
Johnson Controls-Hitachi Air Conditioning India Ltd.,2004-12-31,353.7,391.9,7.8,7.8,27.0,2.21,Consumer
Jubilant Pharmova Ltd.,2004-12-31,2704.0,2568.0,252.0,343.0,478.0,9.32,Pharmaceuticals
K I O C L Ltd.,2004-12-31,4649.8,3465.0,1416.0,2652.7,3225.9,30.45,Steel
K R B L Ltd.,2004-12-31,1048.9,1283.7,59.7,78.3,124.7,5.69,Food
K S B Ltd.,2004-12-31,860.0,736.0,66.0,118.0,145.0,7.67,Pumps
Kajaria Ceramics Ltd.,2004-12-31,701.6,640.3,75.3,80.7,151.6,10.73,Ceramics
Kalpataru Power Transmission Ltd.,2004-12-31,1605.9,1355.2,84.2,125.4,171.4,5.24,Power
Kansai Nerolac Paints Ltd.,2004-12-31,2534.4,2280.1,283.3,414.3,469.2,11.18,Paints
Kei Industries Ltd.,2004-12-31,577.8,546.0,31.2,42.7,66.0,5.4,Power
Kotak Mahindra Bank Ltd.,2004-12-31,1129.6,1242.1,191.0,265.0,819.2,16.91,Banks
L I C Housing Finance Ltd.,2004-12-31,2610.4,2264.2,420.0,616.8,2349.9,16.09,Finance
La Opala R G Ltd.,2004-12-31,122.6,103.0,9.9,14.6,19.0,8.08,Glass
Lakshmi Machine Works Ltd.,2004-12-31,2547.0,2409.1,147.2,272.2,368.6,5.78,Textiles
Larsen & Toubro Ltd.,2004-12-31,32488.5,31865.9,1323.5,1870.3,2226.0,4.07,Infrastructure
Lupin Ltd.,2004-12-31,2795.6,2797.6,245.0,261.3,414.1,8.76,Pharmaceuticals
M M T C Ltd.,2004-12-31,30652.8,30492.2,253.4,423.4,435.2,0.83,Trading
M R F Ltd.,2004-12-31,6881.4,6930.3,113.0,177.0,481.5,1.64,Tyres
Maharashtra Scooters Ltd.,2004-12-31,60.3,75.9,-5.7,-5.7,-2.9,-9.45,Auto
Mahindra & Mahindra Ltd.,2004-12-31,17722.8,16406.4,1331.9,1957.9,2413.0,7.52,Auto
Mahindra Lifespace Developers Ltd.,2004-12-31,316.4,292.0,27.7,48.3,70.9,8.75,Construction
Mangalore Refinery & Petrochemicals Ltd.,2004-12-31,48054.8,46184.5,2884.0,4741.0,6251.3,6.0,Refineries
Marico Ltd.,2004-12-31,2440.0,2124.8,174.9,190.7,216.4,7.17,Personal
Mastek Ltd.,2004-12-31,467.1,362.4,116.9,123.7,178.0,25.03,Computers
Max Financial Services Ltd.,2004-12-31,306.1,424.7,11.7,12.1,68.1,3.82,Finance
Mphasis Ltd.,2004-12-31,606.9,516.6,109.5,109.5,121.3,18.04,Computers
N C C Ltd.,2004-12-31,2642.5,2737.3,120.8,161.9,230.5,4.57,Construction
N H P C Ltd.,2004-12-31,2037.1,1825.2,553.0,587.0,1513.1,27.15,Power
N L C India Ltd.,2004-12-31,5469.8,5345.3,2368.3,3372.5,4837.6,43.3,Power
N M D C Ltd.,2004-12-31,5200.0,3747.5,1759.9,2773.3,2967.2,33.84,Mining
N T P C Ltd.,2004-12-31,56977.0,53146.0,13655.0,18161.0,25543.0,23.97,Power
Natco Pharma Ltd.,2004-12-31,408.4,387.1,51.3,51.3,96.4,12.56,Pharmaceuticals
National Aluminium Co. Ltd.,2004-12-31,10900.5,8304.4,3060.7,4999.4,6328.7,28.08,Aluminium
Nesco Ltd.,2004-12-31,71.6,44.4,27.2,27.2,31.4,37.99,Diversified
Nestle India Ltd.,2004-12-31,5719.8,5208.7,764.9,1115.6,1241.9,13.37,Food
Nocil Ltd.,2004-12-31,737.1,798.5,94.6,95.3,141.2,12.83,Petrochemicals
Oil & Natural Gas Corpn. Ltd.,2004-12-31,121035.3,90943.7,34933.2,54446.4,67479.6,28.86,Oil Drilling And Exploration
P C B L Ltd.,2004-12-31,1670.7,1773.7,19.2,30.2,129.5,1.15,Carbon
P I Industries Ltd.,2004-12-31,685.8,712.4,6.8,20.8,59.0,0.99,Chemicals
Patanjali Foods Ltd.,2004-12-31,8785.1,9184.4,185.3,280.3,393.4,2.11,Vegetable
Pfizer Ltd.,2004-11-30,1445.0,1358.2,140.5,233.8,267.4,9.72,Pharmaceuticals
Phoenix Mills Ltd.,2004-12-31,2.5,92.6,37.3,37.3,54.0,1492.0,Construction
Pidilite Industries Ltd.,2004-12-31,2067.4,1891.4,167.8,262.8,338.9,8.12,Chemicals
Poly Medicure Ltd.,2004-12-31,162.8,152.0,15.9,19.5,32.2,9.77,Hospitals
Polyplex Corporation Ltd.,2004-12-31,539.7,590.6,10.3,15.9,63.5,1.91,Packaging
Power Finance Corpn. Ltd.,2004-12-31,7592.0,6065.1,2050.9,3675.0,7811.2,27.01,Finance
Power Grid Corpn. Of India Ltd.,2004-12-31,5641.8,4879.3,1834.8,1944.8,5623.8,32.52,Power
Praj Industries Ltd.,2004-12-31,794.3,788.6,79.3,99.1,105.2,9.98,Engineering
Prism Johnson Ltd.,2004-12-31,1071.0,1062.2,20.2,25.0,206.9,1.89,Cement
Privi Speciality Chemicals Ltd.,2004-12-31,64.0,60.3,6.2,12.8,17.6,9.69,Chemicals
Procter & Gamble Health Ltd.,2004-12-31,946.5,777.5,182.5,255.9,269.5,19.28,Pharmaceuticals
Procter & Gamble Hygiene & Health Care Ltd.,2004-12-31,1987.5,1646.0,419.5,570.3,597.1,21.11,Personal
Punjab & Sind Bank,2004-12-31,,,,,,,Banks
Punjab National Bank,2004-12-31,21320.8,20658.1,3142.7,4121.2,15146.9,14.74,Banks
R E C Ltd.,2004-12-31,8321.4,4330.4,4213.4,5401.8,8419.4,50.63,Banks
Rain Industries Ltd.,2004-12-31,,1.4,-1.4,-1.4,-1.4,,Cement
Rajesh Exports Ltd.,2004-12-31,8842.4,8578.7,83.1,83.1,115.6,0.94,Metals
Rallis India Ltd.,2004-12-31,1811.0,1704.7,133.2,137.7,216.6,7.36,Chemicals
Ramco Cements Ltd.,2004-12-31,1607.6,1699.2,27.9,30.7,253.5,1.74,Cement
Rashtriya Chemicals & Fertilizers Ltd.,2004-12-31,7665.8,7250.4,295.3,457.3,640.5,3.85,Fertilisers
Ratnamani Metals & Tubes Ltd.,2004-12-31,470.6,450.0,40.0,58.2,80.7,8.5,Steel
Relaxo Footwears Ltd.,2004-12-31,551.1,564.7,0.6,8.6,32.4,0.11,Leather
Reliance Industries Ltd.,2004-12-31,177680.0,158430.0,20910.0,25040.0,36210.0,11.77,Refineries
S K F India Ltd.,2004-12-31,1631.9,1518.9,157.0,253.3,331.6,9.62,Bearings
S R F Ltd.,2004-12-31,2915.2,2932.6,163.8,261.1,486.9,5.62,Diversified
Sanofi India Ltd.,2004-12-31,1981.0,1486.0,406.0,624.0,667.0,20.49,Pharmaceuticals
Saregama India Ltd.,2004-12-31,269.3,265.8,18.2,21.2,34.3,6.76,Media
Schaeffler India Ltd.,2004-12-31,876.0,755.0,89.7,123.4,166.8,10.24,Bearings
Shipping Corpn. Of India Ltd.,2004-12-31,9295.3,7180.0,2801.5,2949.0,3634.2,30.14,Shipping
Shree Cement Ltd.,2004-12-31,1354.9,1221.5,164.9,178.9,399.0,12.17,Cement
Shriram Transport Finance Co. Ltd.,2004-12-31,781.6,672.8,117.7,184.8,612.2,15.06,Finance
Siemens Ltd.,2004-12-31,5031.5,5028.6,313.7,445.2,502.7,6.23,Infrastructure
Sonata Software Ltd.,2004-12-31,252.8,210.8,42.3,47.3,56.6,16.73,Computers
Spicejet Ltd.,2004-11-30,,20.1,-16.4,-16.4,-14.8,,Transport
State Bank Of India,2004-12-31,80290.7,91677.2,10993.5,16794.3,60484.2,13.69,Banks
Steel Authority Of India Ltd.,2004-12-31,78250.4,64929.9,15142.4,27106.2,31730.0,19.35,Steel
Sterlite Technologies Ltd.,2004-12-31,812.4,939.5,64.8,81.2,177.0,7.98,Cables
Strides Pharma Science Ltd.,2004-12-31,623.6,587.4,33.0,51.3,132.3,5.29,Pharmaceuticals
Sudarshan Chemical Inds. Ltd.,2004-12-31,866.3,873.7,26.4,42.4,84.9,3.05,Dyes
Sun Pharmaceutical Inds. Ltd.,2004-12-31,3230.8,2473.8,776.8,821.1,943.9,24.04,Pharmaceuticals
Sundaram-Clayton Ltd.,2004-12-31,1364.6,1353.3,139.0,211.4,280.1,10.19,Auto
Sundram Fasteners Ltd.,2004-12-31,2476.7,2365.1,247.5,397.9,479.5,9.99,Fasteners
Sunteck Realty Ltd.,2004-12-31,0.3,0.2,0.1,0.1,0.1,33.33,Construction
Supreme Industries Ltd.,2004-12-31,1886.5,1893.3,26.4,28.9,175.8,1.4,Plastics
Swan Energy Ltd.,2004-12-31,5.6,7.8,-2.2,-2.2,-1.5,-39.29,Trading
Symphony Ltd.,2004-12-31,15.6,27.1,-11.2,-11.2,-5.3,-71.79,Consumer
T T K Prestige Ltd.,2004-12-31,586.6,556.1,16.4,31.6,53.1,2.8,Domestic
Tanla Platforms Ltd.,2004-12-31,21.4,5.8,15.6,15.9,16.5,72.9,Computers
Tata Chemicals Ltd.,2004-12-31,10391.4,7897.3,965.9,1414.1,1815.9,9.3,Chemicals
Tata Coffee Ltd.,2004-12-31,502.1,434.9,133.3,152.1,176.9,26.55,Plantations
Tata Communications Ltd.,2004-12-31,8405.0,7777.0,1423.0,1909.0,2492.0,16.93,Telecommunications
Tata Consumer Products Ltd.,2004-12-31,2396.2,2154.8,274.4,359.3,436.8,11.45,Plantations
Tata Elxsi Ltd.,2004-12-31,516.8,440.8,75.9,99.6,113.2,14.69,Computers
Tata Investment Corpn. Ltd.,2004-12-31,386.9,4.0,386.0,380.0,380.4,99.77,Finance
Tata Motors Ltd.,2004-12-31,43649.4,40942.1,3162.1,4563.2,5985.3,7.24,Auto
Tata Power Co. Ltd.,2004-12-31,9409.0,8824.8,1372.7,1988.9,3025.2,14.59,Power
Tata Steel Ltd.,2004-12-31,37312.9,30336.5,8905.1,13726.8,16031.2,23.87,Steel
Tech Mahindra Ltd.,2004-12-31,,,,,,0.0,Computers
Thermax Ltd.,2004-12-31,2399.5,2333.4,126.8,186.5,210.3,5.28,Infrastructure
Timken India Ltd.,2004-12-31,818.5,663.4,131.6,199.3,223.0,16.08,Bearings
Titan Company Ltd.,2004-12-31,2943.9,2995.4,57.2,47.0,171.1,1.94,Miscellaneous
Torrent Pharmaceuticals Ltd.,2004-12-31,1236.1,1231.9,52.6,66.3,122.3,4.26,Pharmaceuticals
Trent Ltd.,2004-12-31,701.3,693.2,51.8,60.4,74.4,7.39,Retail
Trident Ltd.,2004-12-31,1362.5,1305.8,44.3,90.5,288.0,3.25,Textiles
U P L Ltd.,2004-12-31,2534.1,2528.3,162.3,285.2,537.7,6.4,Chemicals
Uflex Ltd.,2004-12-31,2426.5,2385.9,65.9,114.8,317.8,2.72,Packaging
Uno Minda Ltd.,2004-12-31,553.4,528.1,37.7,57.4,95.8,6.81,Auto
V I P Industries Ltd.,2004-12-31,750.4,761.1,-21.7,-23.8,27.4,-2.89,Personal
V S T Industries Ltd.,2004-12-31,649.2,558.6,103.5,183.3,207.5,15.94,Cigarettes
Vaibhav Global Ltd.,2004-12-31,575.1,539.6,47.4,47.2,53.3,8.24,Retail
Vakrangee Ltd.,2004-12-31,85.2,74.2,10.5,11.4,22.9,12.32,Computers
Vardhman Textiles Ltd.,2004-12-31,3363.1,3142.2,188.7,278.7,495.4,5.61,Textiles
Vedanta Ltd.,2004-12-31,3211.8,2238.9,982.9,1565.9,1614.8,30.6,Mining
Vinati Organics Ltd.,2004-12-31,128.9,137.6,4.8,7.4,14.0,3.72,Chemicals
